Timestamp,Frame,TrackID,RangeBin,HeartRate_BPM,BreathRate_BPM,BreathDeviation
'2026-03-13 21:22:56,992,0,20,51.89709854,13.39280033,0.097961664
'2026-03-13 21:22:57,1008,0,20,58.59349823,13.39280033,0.113323107
'2026-03-13 21:22:59,1024,0,20,53.57120132,13.39280033,0.072049662
'2026-03-13 21:23:00,1040,0,20,51.89709854,13.39280033,0.026906293
'2026-03-13 21:23:02,1056,0,20,68.63809967,13.39280033,0.041028224
'2026-03-13 21:23:03,1072,0,20,68.63809967,13.39280033,0.047439542
'2026-03-13 21:23:05,1088,0,20,58.59349823,13.39280033,0.070823081
'2026-03-13 21:23:06,1104,0,20,50.22299957,23.43740082,0.076861985
'2026-03-13 21:23:08,1120,0,20,58.59349823,11.71870041,0.087731376
'2026-03-13 21:23:09,1136,0,20,58.59349823,13.39280033,0.08324492
'2026-03-13 21:23:10,1152,0,20,55.24530029,13.39280033,0.113186084
'2026-03-13 21:23:12,1168,0,20,71.98629761,11.71870041,0.106383801
'2026-03-13 21:23:13,1184,0,20,63.61579895,8.370499611,0.170478866
'2026-03-13 21:23:15,1200,0,20,63.61579895,15.06690025,0.168636709
'2026-03-13 21:23:16,1216,0,20,53.57120132,8.370499611,0.155248165
'2026-03-13 21:23:18,1232,0,20,56.91939926,15.06690025,0.171885416
'2026-03-13 21:23:19,1248,0,20,66.96399689,11.71870041,0.156034604
'2026-03-13 21:23:20,1264,0,20,50.22299957,11.71870041,0.047631308
'2026-03-13 21:23:22,1280,0,20,65.28990173,10.04459953,0.119064666
'2026-03-13 21:23:23,1296,0,20,63.61579895,15.06690025,0.104644366
'2026-03-13 21:23:25,1312,0,20,70.31220245,15.06690025,0.172143266
'2026-03-13 21:23:26,1328,0,20,70.31220245,16.74099922,0.195354059
'2026-03-13 21:23:28,1344,0,20,60.26760101,16.74099922,0.098983325
'2026-03-13 21:23:29,1360,0,20,77.00859833,11.71870041,0.114371821
'2026-03-13 21:23:31,1376,0,20,58.59349823,11.71870041,0.209625036
'2026-03-13 21:23:32,1392,0,20,66.96399689,16.74099922,0.095852844
'2026-03-13 21:23:33,1408,0,20,66.96399689,6.696400166,0.068511516
'2026-03-13 21:23:35,1424,0,20,58.59349823,15.06690025,0.040545315
'2026-03-13 21:23:36,1440,0,20,68.63809967,16.74099922,0.035272509
'2026-03-13 21:23:38,1456,0,20,68.63809967,16.74099922,0.068774134
'2026-03-13 21:23:39,1472,0,20,65.28990173,18.4151001,0.089627616
'2026-03-13 21:23:41,1488,0,20,51.89709854,18.4151001,0.116453886
'2026-03-13 21:23:42,1504,0,20,51.89709854,18.4151001,0.10333243
'2026-03-13 21:23:44,1520,0,20,51.89709854,8.370499611,0.087180048
'2026-03-13 21:23:45,1536,0,20,51.89709854,6.696400166,0.055017002
'2026-03-13 21:23:46,1552,0,20,51.89709854,6.696400166,0.040969308
'2026-03-13 21:23:48,1568,0,20,50.22299957,18.4151001,0.029629448
'2026-03-13 21:23:49,1584,0,20,51.89709854,18.4151001,0.003670519
'2026-03-13 21:23:51,1600,0,20,50.22299957,10.04459953,0.016801957
'2026-03-13 21:23:52,1616,0,20,51.89709854,10.04459953,0.031290844
'2026-03-13 21:23:54,1632,0,20,51.89709854,10.04459953,0.039716668
'2026-03-13 21:23:55,1648,0,20,51.89709854,21.76329994,0.03219527
'2026-03-13 21:23:56,1664,0,20,80.35679626,21.76329994,0.036560427
'2026-03-13 21:23:58,1680,0,20,55.24530029,21.76329994,0.031397905
'2026-03-13 21:23:59,1696,0,20,55.24530029,21.76329994,0.036027119
'2026-03-13 21:24:01,1712,0,20,55.24530029,21.76329994,0.037797268
'2026-03-13 21:24:02,1728,0,20,55.24530029,21.76329994,0.033211742
'2026-03-13 21:24:04,1744,0,20,55.24530029,20.08919907,0.031340815
'2026-03-13 21:24:05,1760,0,20,55.24530029,21.76329994,0.021858092
'2026-03-13 21:24:07,1776,0,20,55.24530029,20.08919907,0.154322118
'2026-03-13 21:24:08,1792,0,20,55.24530029,10.04459953,0.255838603
'2026-03-13 21:24:09,1808,0,20,53.57120132,20.08919907,0.126286134
'2026-03-13 21:24:11,1824,0,20,78.68270111,10.04459953,0.087984957
'2026-03-13 21:24:12,1840,0,20,53.57120132,8.370499611,0.063314676
'2026-03-13 21:24:14,1856,0,20,50.22299957,8.370499611,0.067949213
'2026-03-13 21:24:15,1872,0,20,78.68270111,10.04459953,0.067234077
'2026-03-13 21:24:17,1888,0,20,78.68270111,16.74099922,0.063386783
'2026-03-13 21:24:18,1904,0,20,78.68270111,18.4151001,0.090639688
'2026-03-13 21:24:20,1920,0,20,78.68270111,18.4151001,0.069853418
'2026-03-13 21:24:21,1936,0,20,80.35679626,18.4151001,0.064034894
'2026-03-13 21:24:22,1952,0,20,80.35679626,20.08919907,0.052334223
'2026-03-13 21:24:24,1968,0,20,70.31220245,11.71870041,0.047904838
'2026-03-13 21:24:25,1984,0,20,70.31220245,10.04459953,0.037393942
'2026-03-13 21:24:27,2000,0,20,75.33450317,10.04459953,0.024672749
'2026-03-13 21:24:28,2016,0,20,75.33450317,20.08919907,0.020076483
'2026-03-13 21:24:30,2032,0,20,75.33450317,20.08919907,0.01815699
'2026-03-13 21:24:31,2048,0,20,75.33450317,20.08919907,0.017193252
'2026-03-13 21:24:32,2064,0,20,73.66040039,13.39280033,0.009193042
'2026-03-13 21:24:34,2080,0,20,75.33450317,20.08919907,0.006529583
'2026-03-13 21:24:35,2096,0,20,71.98629761,6.696400166,0.002007113
'2026-03-13 21:24:37,2112,0,20,71.98629761,10.04459953,0.016075185
'2026-03-13 21:24:38,2128,0,20,66.96399689,10.04459953,0.015288041
'2026-03-13 21:24:40,2144,0,20,60.26760101,8.370499611,0.015566975
'2026-03-13 21:24:41,2160,0,20,61.94169998,8.370499611,0.026356382
'2026-03-13 21:24:43,2176,0,20,71.98629761,11.71870041,0.022534253
'2026-03-13 21:24:44,2192,0,20,71.98629761,11.71870041,0.015266174
'2026-03-13 21:24:45,2208,0,20,50.22299957,11.71870041,0.046026044
'2026-03-13 21:24:47,2224,0,20,50.22299957,11.71870041,0.077691637
'2026-03-13 21:24:48,2240,0,20,50.22299957,21.76329994,0.065255955
'2026-03-13 21:24:50,2256,0,20,61.94169998,21.76329994,0.053564962
'2026-03-13 21:24:51,2272,0,20,58.59349823,21.76329994,0.044272736
'2026-03-13 21:24:53,2288,0,20,82.03089905,21.76329994,0.037172522
'2026-03-13 21:24:54,2304,0,20,58.59349823,21.76329994,0.019688463
'2026-03-13 21:24:56,2320,0,20,80.35679626,20.08919907,0.04292186
'2026-03-13 21:24:57,2336,0,20,61.94169998,20.08919907,0.029155083
'2026-03-13 21:24:58,2352,0,20,61.94169998,21.76329994,0.02534057
'2026-03-13 21:25:00,2368,0,20,61.94169998,20.08919907,0.015358701
'2026-03-13 21:25:01,2384,0,20,75.33450317,13.39280033,0.014599245
'2026-03-13 21:25:03,2400,0,20,75.33450317,13.39280033,0.011904627
'2026-03-13 21:25:04,2416,0,20,78.68270111,15.06690025,0.004620294
'2026-03-13 21:25:06,2432,0,20,61.94169998,8.370499611,0.002618355
'2026-03-13 21:25:07,2448,0,20,61.94169998,18.4151001,0.016173434
'2026-03-13 21:25:08,2464,0,20,61.94169998,11.71870041,0.022367725
'2026-03-13 21:25:10,2480,0,20,61.94169998,15.06690025,0.013157766
'2026-03-13 21:25:11,2496,0,20,58.59349823,8.370499611,0.014222243
'2026-03-13 21:25:13,2512,0,20,58.59349823,21.76329994,0.03586898
'2026-03-13 21:25:14,2528,0,20,56.91939926,20.08919907,0.065371931
'2026-03-13 21:25:16,2544,0,20,70.31220245,16.74099922,0.069451988
'2026-03-13 21:25:17,2560,0,20,70.31220245,16.74099922,0.062878393
'2026-03-13 21:25:19,2576,0,20,50.22299957,11.71870041,0.077340715
'2026-03-13 21:25:20,2592,0,20,66.96399689,10.04459953,0.087509952
'2026-03-13 21:25:21,2608,0,20,66.96399689,10.04459953,0.076528803
'2026-03-13 21:25:23,2624,0,20,50.22299957,10.04459953,0.064538062
'2026-03-13 21:25:24,2640,0,20,71.98629761,10.04459953,0.047949653
'2026-03-13 21:25:26,2656,0,20,77.00859833,18.4151001,0.029545946
'2026-03-13 21:25:27,2672,0,20,55.24530029,11.71870041,0.016887829
'2026-03-13 21:25:29,2688,0,20,75.33450317,13.39280033,0.009224459
'2026-03-13 21:25:30,2704,0,20,77.00859833,13.39280033,0.00567179
'2026-03-13 21:25:32,2720,0,20,77.00859833,13.39280033,0.006069215
'2026-03-13 21:25:33,2736,0,20,77.00859833,13.39280033,0.005623534
'2026-03-13 21:25:34,2752,0,20,77.00859833,13.39280033,0.002867123
'2026-03-13 21:25:36,2768,0,20,77.00859833,13.39280033,0.003923982
'2026-03-13 21:25:37,2784,0,20,77.00859833,13.39280033,0.007123817
'2026-03-13 21:25:39,2800,0,20,77.00859833,13.39280033,0.010700786
'2026-03-13 21:25:40,2816,0,20,66.96399689,13.39280033,0.011929612
'2026-03-13 21:25:42,2832,0,20,66.96399689,13.39280033,0.011086831
'2026-03-13 21:25:43,2848,0,20,65.28990173,8.370499611,0.027038567
'2026-03-13 21:25:44,2864,0,20,77.00859833,8.370499611,0.027373593
'2026-03-13 21:25:46,2880,0,20,50.22299957,8.370499611,0.02802531
'2026-03-13 21:25:47,2896,0,20,63.61579895,8.370499611,0.026184276
'2026-03-13 21:25:49,2912,0,20,61.94169998,8.370499611,0.017350571
'2026-03-13 21:25:50,2928,0,20,63.61579895,11.71870041,0.014718952
'2026-03-13 21:25:52,2944,0,20,63.61579895,11.71870041,0.004130108
'2026-03-13 21:25:53,2960,0,20,77.00859833,18.4151001,0.000408518
'2026-03-13 21:25:55,2976,0,20,77.00859833,18.4151001,0.000445386
'2026-03-13 21:25:56,2992,0,20,77.00859833,13.39280033,0.000404737
'2026-03-13 21:25:57,3008,0,20,75.33450317,10.04459953,0.003303403
'2026-03-13 21:25:59,3024,0,20,50.22299957,11.71870041,0.008931456
'2026-03-13 21:26:00,3040,0,20,68.63809967,8.370499611,0.022208277
'2026-03-13 21:26:02,3056,0,20,68.63809967,8.370499611,0.032879885
'2026-03-13 21:26:03,3072,0,20,65.28990173,8.370499611,0.037538879
'2026-03-13 21:26:05,3088,0,20,65.28990173,8.370499611,0.031954367
'2026-03-13 21:26:06,3104,0,20,65.28990173,15.06690025,0.028101474
'2026-03-13 21:26:08,3120,0,20,65.28990173,15.06690025,0.021477979
'2026-03-13 21:26:09,3136,0,20,65.28990173,15.06690025,0.020253735
'2026-03-13 21:26:10,3152,0,20,65.28990173,15.06690025,0.020082595
'2026-03-13 21:26:12,3168,0,20,65.28990173,15.06690025,0.014025817
'2026-03-13 21:26:13,3184,0,20,68.63809967,6.696400166,0.021569638
'2026-03-13 21:26:15,3200,0,20,68.63809967,13.39280033,0.014929907
'2026-03-13 21:26:16,3216,0,20,68.63809967,13.39280033,0.015287026
'2026-03-13 21:26:18,3232,0,20,66.96399689,6.696400166,0.018086066
'2026-03-13 21:26:19,3248,0,20,66.96399689,6.696400166,0.02415939
'2026-03-13 21:26:20,3264,0,20,61.94169998,11.71870041,0.037255727
'2026-03-13 21:26:22,3280,0,20,71.98629761,11.71870041,0.050210569
'2026-03-13 21:26:23,3296,0,20,73.66040039,11.71870041,0.098908238
'2026-03-13 21:26:25,3312,0,20,73.66040039,11.71870041,0.095842518
'2026-03-13 21:26:26,3328,0,20,73.66040039,11.71870041,0.101874337
'2026-03-13 21:26:28,3344,0,20,73.66040039,11.71870041,0.097680718
'2026-03-13 21:26:29,3360,0,20,73.66040039,11.71870041,0.093862444
'2026-03-13 21:26:31,3376,0,20,73.66040039,11.71870041,0.094865382
'2026-03-13 21:26:32,3392,0,20,73.66040039,11.71870041,0.066462189
'2026-03-13 21:26:33,3408,0,20,58.59349823,11.71870041,0.053670321
'2026-03-13 21:26:35,3424,0,20,58.59349823,10.04459953,0.030804161
'2026-03-13 21:26:36,3440,0,20,70.31220245,10.04459953,0.05395288
'2026-03-13 21:26:38,3456,0,20,58.59349823,10.04459953,0.052832469
'2026-03-13 21:26:39,3472,0,20,75.33450317,10.04459953,0.068185478
'2026-03-13 21:26:41,3488,0,20,77.00859833,15.06690025,0.078367904
'2026-03-13 21:26:42,3504,0,20,77.00859833,20.08919907,0.080234207
'2026-03-13 21:26:43,3520,0,20,77.00859833,20.08919907,0.096516624
'2026-03-13 21:26:45,3536,0,20,77.00859833,20.08919907,0.108087324
'2026-03-13 21:26:46,3552,0,20,77.00859833,16.74099922,0.112889171
'2026-03-13 21:26:48,3568,0,20,77.00859833,16.74099922,0.088539608
'2026-03-13 21:26:49,3584,0,20,78.68270111,16.74099922,0.051488198
'2026-03-13 21:26:51,3600,0,20,78.68270111,16.74099922,0.0380398
'2026-03-13 21:26:52,3616,0,20,78.68270111,18.4151001,0.030019322
'2026-03-13 21:26:54,3632,0,20,78.68270111,18.4151001,0.023955703
'2026-03-13 21:26:55,3648,0,20,80.35679626,18.4151001,0.022460802
'2026-03-13 21:26:56,3664,0,20,80.35679626,16.74099922,0.031273566
'2026-03-13 21:26:58,3680,0,20,71.98629761,16.74099922,0.026565716
'2026-03-13 21:26:59,3696,0,20,77.00859833,16.74099922,0.023732768
'2026-03-13 21:27:01,3712,0,20,71.98629761,16.74099922,0.020611545
'2026-03-13 21:27:02,3728,0,20,61.94169998,16.74099922,0.019303218
'2026-03-13 21:27:04,3744,0,20,66.96399689,16.74099922,0.021078503
'2026-03-13 21:27:05,3760,0,20,61.94169998,16.74099922,0.027252611
'2026-03-13 21:27:07,3776,0,20,61.94169998,16.74099922,0.03130465
'2026-03-13 21:27:08,3792,0,20,82.03089905,16.74099922,0.02360744
'2026-03-13 21:27:09,3808,0,20,80.35679626,16.74099922,0.02179941
'2026-03-13 21:27:11,3824,0,20,80.35679626,16.74099922,0.023351029
'2026-03-13 21:27:12,3840,0,20,60.26760101,16.74099922,0.024341242
'2026-03-13 21:27:14,3856,0,20,60.26760101,16.74099922,0.022666793
'2026-03-13 21:27:15,3872,0,20,66.96399689,15.06690025,0.043772981
'2026-03-13 21:27:17,3888,0,20,65.28990173,15.06690025,0.051517643
'2026-03-13 21:27:18,3904,0,20,78.68270111,16.74099922,0.04710979
'2026-03-13 21:27:20,3920,0,20,78.68270111,16.74099922,0.053657319
'2026-03-13 21:27:21,3936,0,20,78.68270111,16.74099922,0.056246806
'2026-03-13 21:27:22,3952,0,20,78.68270111,16.74099922,0.05002043
'2026-03-13 21:27:24,3968,0,20,65.28990173,11.71870041,0.043831009
'2026-03-13 21:27:25,3984,0,20,78.68270111,11.71870041,0.015759941
'2026-03-13 21:27:27,4000,0,20,63.61579895,11.71870041,0.003198308
'2026-03-13 21:27:28,4016,0,20,77.00859833,11.71870041,0.000831816
'2026-03-13 21:27:30,4032,0,20,77.00859833,11.71870041,0.000553396
'2026-03-13 21:27:31,4048,0,20,61.94169998,11.71870041,0.00264483
'2026-03-13 21:27:32,4064,0,20,61.94169998,10.04459953,0.019154182
'2026-03-13 21:27:34,4080,0,20,70.31220245,10.04459953,0.040818326
'2026-03-13 21:27:35,4096,0,20,70.31220245,10.04459953,0.040985454
'2026-03-13 21:27:37,4112,0,20,70.31220245,13.39280033,0.05134064
'2026-03-13 21:27:38,4128,0,20,77.00859833,13.39280033,0.059214059
'2026-03-13 21:27:40,4144,0,20,77.00859833,15.06690025,0.030185869
'2026-03-13 21:27:41,4160,0,20,70.31220245,13.39280033,0.02464528
'2026-03-13 21:27:43,4176,0,20,70.31220245,10.04459953,0.025853625
'2026-03-13 21:27:44,4192,0,20,61.94169998,13.39280033,0.027775675
'2026-03-13 21:27:45,4208,0,20,61.94169998,13.39280033,0.025191575
'2026-03-13 21:27:47,4224,0,20,61.94169998,10.04459953,0.021059262
'2026-03-13 21:27:48,4240,0,20,61.94169998,10.04459953,0.021748502
'2026-03-13 21:27:50,4256,0,20,61.94169998,10.04459953,0.025446596
'2026-03-13 21:27:51,4272,0,20,63.61579895,15.06690025,0.033194117
'2026-03-13 21:27:53,4288,0,20,63.61579895,15.06690025,0.026234036
'2026-03-13 21:27:54,4304,0,20,63.61579895,15.06690025,0.046416104
'2026-03-13 21:27:55,4320,0,20,63.61579895,16.74099922,0.059003096
'2026-03-13 21:27:57,4336,0,20,61.94169998,16.74099922,0.059425302
'2026-03-13 21:27:58,4352,0,20,61.94169998,15.06690025,0.061760426
'2026-03-13 21:28:00,4368,0,20,68.63809967,6.696400166,0.062606595
'2026-03-13 21:28:01,4384,0,20,66.96399689,6.696400166,0.055842098
'2026-03-13 21:28:03,4400,0,20,66.96399689,13.39280033,0.04135152
'2026-03-13 21:28:04,4416,0,20,66.96399689,6.696400166,0.014370896
'2026-03-13 21:28:06,4432,0,20,66.96399689,18.4151001,0.054380577
'2026-03-13 21:28:07,4448,0,20,66.96399689,18.4151001,0.024163865
'2026-03-13 21:28:08,4464,0,20,66.96399689,20.08919907,0.010635421
'2026-03-13 21:28:10,4480,0,20,61.94169998,20.08919907,0.020111507
'2026-03-13 21:28:11,4496,0,20,61.94169998,20.08919907,0.031407498
'2026-03-13 21:28:13,4512,0,20,80.35679626,8.370499611,0.034026247
'2026-03-13 21:28:14,4528,0,20,80.35679626,8.370499611,0.043437362
'2026-03-13 21:28:16,4544,0,20,80.35679626,20.08919907,0.036001753
'2026-03-13 21:28:17,4560,0,20,80.35679626,20.08919907,0.057530444
'2026-03-13 21:28:19,4576,0,20,58.59349823,20.08919907,0.053491298
'2026-03-13 21:28:20,4592,0,20,58.59349823,18.4151001,0.071623363
